"card_id","key_infor","vietnamese_meaning","english_meaning","english_meaning_separated_by_space","english_ipa","english_ipa_separated_by_space"
"419","play a role, credit growth, find the funding, grow my market share, 25 26%","Và vậy vâng, vậy điều đầu tiên là, tôi tôi nghĩ nếu về cơ bản chúng ta nói chúng ta sẽ không đóng vai trò gì thì điều đó sẽ trở nên hơi khó khăn, đúng không, bởi vì lúc đó câu hỏi đặt ra là ai khác về cơ bản sẽ tham gia, đúng không, như tôi đã nói, đối với tôi, cách tôi nghĩ về điều đó là tăng trưởng GDP 10% là tăng trưởng tín dụng 23%, điều đó có nghĩa là tôi cần tìm nguồn tài trợ, và nếu tôi muốn tăng thị phần của mình thì nó thậm chí còn cao hơn thế, đúng không, bởi vì lúc đó sẽ cần phải là 25 26%.","And so yeah so first one is I I think if we're basically saying we will not play a role then it becomes a little bit difficult right because then the question is who else would basically be coming in right as I said for me the way how I think about it is 10% GDP growth is a 23% and credit growth right which means I need to **find the funding** and if I want to **grow my market share** it's even higher than that right because then would need to be 25 26%.","And___so___yeah___so___first___one___is___I___I___think___if___we're___basically___saying___we___will___not___play___a___role___then___it___becomes___a___little___bit___difficult___right___because___then___the___question___is___who___else___would___basically___be___coming___in___right___as___I___said___for___me___the___way___how___I___think___about___it___is___10%___GDP___growth___is___a___23%___and___credit___growth___right___which___means___I___need___to___**find___the___funding**___and___if___I___want___to___**grow___my___market___share**___it's___even___higher___than___that___right___because___then___would___need___to___be___25___26%.","/ænd soʊ jɛ soʊ fɜrst wʌn ɪz aɪ aɪ θɪŋk ɪf wɪr ˈbeɪsɪkli ˈseɪɪŋ wi wɪl nɑt pleɪ ə roʊl ðɛn ɪt bɪˈkʌmz ə ˈlɪtəl bɪt ˈdɪfɪkəlt raɪt bɪˈkɔz ðɛn ðə ˈkwɛstʃən ɪz hu ɛls wʊd ˈbeɪsɪkli bi ˈkʌmɪŋ ɪn raɪt æz aɪ sɛd fɔr mi ðə weɪ haʊ aɪ θɪŋk əˈbaʊt ɪt ɪz tɛn.pərˈsɛnt dʒiˈdiˈpi ɡroʊθ ɪz ə ˈtwɛnti.θri.pərˈsɛnt ænd ˈkrɛdɪt ɡroʊθ raɪt wɪtʃ minz aɪ nid tu faɪnd ðə ˈfʌndɪŋ ænd ɪf aɪ wɑnt tu ɡroʊ maɪ ˈmɑrkɪt ʃɛr ɪts ˈivən ˈhaɪər ðæn ðæt raɪt bɪˈkɔz ðɛn wʊd nid tu bi ˈtwɛnti.faɪv ˈtwɛnti.sɪks.pərˈsɛnt/","ænd___soʊ___jɛ___soʊ___fɜrst___wʌn___ɪz___aɪ___aɪ___θɪŋk___ɪf___wɪr___ˈbeɪsɪkli___ˈseɪɪŋ___wi___wɪl___nɑt___pleɪ___ə___roʊl___ðɛn___ɪt___bɪˈkʌmz___ə___ˈlɪtəl___bɪt___ˈdɪfɪkəlt___raɪt___bɪˈkɔz___ðɛn___ðə___ˈkwɛstʃən___ɪz___hu___ɛls___wʊd___ˈbeɪsɪkli___bi___ˈkʌmɪŋ___ɪn___raɪt___æz___aɪ___sɛd___fɔr___mi___ðə___weɪ___haʊ___aɪ___θɪŋk___əˈbaʊt___ɪt___ɪz___tɛn.pərˈsɛnt___dʒiˈdiˈpi___ɡroʊθ___ɪz___ə___ˈtwɛnti.θri.pərˈsɛnt___ænd___ˈkrɛdɪt___ɡroʊθ___raɪt___wɪtʃ___minz___aɪ___nid___tu___faɪnd___ðə___ˈfʌndɪŋ___ænd___ɪf___aɪ___wɑnt___tu___ɡroʊ___maɪ___ˈmɑrkɪt___ʃɛr___ɪts___ˈivən___ˈhaɪər___ðæn___ðæt___raɪt___bɪˈkɔz___ðɛn___wʊd___nid___tu___bi___ˈtwɛnti.faɪv___ˈtwɛnti.sɪks.pərˈsɛnt"
"420","big infrastructure projects, state-owned companies, private company, financing structure, cash flows","Ừm, tôi nghĩ, làm sao để chúng tôi đóng góp, đúng không, phần lớn tăng trưởng này trong giai đoạn đầu sẽ đến từ các dự án hạ tầng lớn, đúng không, và chúng rất khác so với bất cứ điều gì đất nước này từng làm trước đây, bởi vì hạ tầng trước đây chủ yếu do các công ty nhà nước xây dựng, đúng không, và chúng được tài trợ từ ngân sách nhà nước, đúng không, điều đó mang tính chất tài trợ liên tục hơn nhiều, còn nếu bạn thực hiện tài trợ dự án từ một công ty tư nhân và bạn có những cái tên như Vin Group hay Sun Group hay Masterise hay Taco, tất cả những cái tên lớn, thì bạn sẽ cần tìm ra một cấu trúc tài trợ mà chúng tôi chưa từng làm trước đây, và ở đất nước này bỗng nhiên bạn cần tài trợ cho dòng tiền biến động trong 10 đến 15 năm, vì vậy nó rất khác, nên tôi nghĩ công việc của chúng tôi với tư cách là một ngân hàng là thực sự giúp phát triển các cấu trúc này để đảm bảo rằng việc tài trợ này thực sự có thể diễn ra.","Um I think a how are we contributing right a lot of this growth in the initial phase will be through **big infrastructure projects** right and they are very different to anything this country has done in the past because infrastructure was mostly built by state-owned companies right and they were financed out of a state budget right which is a much more ongoing financing and if you do project finance from a private company and you have the names like the Vin Group or Sun Group or Masterise or Taco all the big names you would need to find a **financing structure** which we have never done before and in the country suddenly you need to finance 10 15 years and of cash flows which are volatile so it's very different so I think our job as a bank is to actually help develop these structures make sure that this financing can actually really happen.","Um___I___think___a___how___are___we___contributing___right___a___lot___of___this___growth___in___the___initial___phase___will___be___through___**big___infrastructure___projects**___right___and___they___are___very___different___to___anything___this___country___has___done___in___the___past___because___infrastructure___was___mostly___built___by___state-owned___companies___right___and___they___were___financed___out___of___a___state___budget___right___which___is___a___much___more___ongoing___financing___and___if___you___do___project___finance___from___a___private___company___and___you___have___the___names___like___the___Vin___Group___or___Sun___Group___or___Masterise___or___Taco___all___the___big___names___you___would___need___to___find___a___**financing___structure**___which___we___have___never___done___before___and___in___the___country___suddenly___you___need___to___finance___10___15___years___and___of___cash___flows___which___are___volatile___so___it's___very___different___so___I___think___our___job___as___a___bank___is___to___actually___help___develop___these___structures___make___sure___that___this___financing___can___actually___really___happen.","/ʌm aɪ θɪŋk ə haʊ ɑr wi kənˈtrɪbjutɪŋ raɪt ə lɑt ʌv ðɪs ɡroʊθ ɪn ðə ɪˈnɪʃəl feɪz wɪl bi θru bɪɡ ˈɪnfrəstrʌktʃər ˈprɑdʒɛkts raɪt ænd ðeɪ ɑr ˈvɛri ˈdɪfərənt tu ˈɛniθɪŋ ðɪs ˈkʌntri hæz dʌn ɪn ðə pæst bɪˈkɔz ˈɪnfrəstrʌktʃər wʌz ˈmoʊstli bɪlt baɪ steɪt.oʊnd ˈkʌmpəniz raɪt ænd ðeɪ wɜr ˈfaɪnænst aʊt ʌv ə steɪt ˈbʌdʒɪt raɪt wɪtʃ ɪz ə mʌtʃ mɔr ˈɑnɡoʊɪŋ ˈfaɪnænsɪŋ ænd ɪf ju du ˈprɑdʒɛkt ˈfaɪnæns frʌm ə ˈpraɪvɪt ˈkʌmpəni ænd ju hæv ðə neɪmz laɪk ðə vɪn ɡrup ɔr sʌn ɡrup ɔr ˈmæstəraɪz ɔr ˈtɑkoʊ ɔl ðə bɪɡ neɪmz ju wʊd nid tu faɪnd ə ˈfaɪnænsɪŋ ˈstrʌktʃər wɪtʃ wi hæv ˈnɛvər dʌn bɪˈfɔr ænd ɪn ðə ˈkʌntri ˈsʌdənli ju nid tu ˈfaɪnæns tɛn fɪfˈtin jɪrz ænd ʌv kæʃ floʊz wɪtʃ ɑr ˈvɑlətaɪl soʊ ɪts ˈvɛri ˈdɪfərənt soʊ aɪ θɪŋk aʊər dʒɑb æz ə bæŋk ɪz tu ˈæktʃuəli hɛlp dɪˈvɛləp ðiz ˈstrʌktʃərz meɪk ʃʊr ðæt ðɪs ˈfaɪnænsɪŋ kən ˈæktʃuəli ˈrɪli ˈhæpən/","ʌm___aɪ___θɪŋk___ə___haʊ___ɑr___wi___kənˈtrɪbjutɪŋ___raɪt___ə___lɑt___ʌv___ðɪs___ɡroʊθ___ɪn___ðə___ɪˈnɪʃəl___feɪz___wɪl___bi___θru___bɪɡ___ˈɪnfrəstrʌktʃər___ˈprɑdʒɛkts___raɪt___ænd___ðeɪ___ɑr___ˈvɛri___ˈdɪfərənt___tu___ˈɛniθɪŋ___ðɪs___ˈkʌntri___hæz___dʌn___ɪn___ðə___pæst___bɪˈkɔz___ˈɪnfrəstrʌktʃər___wʌz___ˈmoʊstli___bɪlt___baɪ___steɪt.oʊnd___ˈkʌmpəniz___raɪt___ænd___ðeɪ___wɜr___ˈfaɪnænst___aʊt___ʌv___ə___steɪt___ˈbʌdʒɪt___raɪt___wɪtʃ___ɪz___ə___mʌtʃ___mɔr___ˈɑnɡoʊɪŋ___ˈfaɪnænsɪŋ___ænd___ɪf___ju___du___ˈprɑdʒɛkt___ˈfaɪnæns___frʌm___ə___ˈpraɪvɪt___ˈkʌmpəni___ænd___ju___hæv___ðə___neɪmz___laɪk___ðə___vɪn___ɡrup___ɔr___sʌn___ɡrup___ɔr___ˈmæstəraɪz___ɔr___ˈtɑkoʊ___ɔl___ðə___bɪɡ___neɪmz___ju___wʊd___nid___tu___faɪnd___ə___ˈfaɪnænsɪŋ___ˈstrʌktʃər___wɪtʃ___wi___hæv___ˈnɛvər___dʌn___bɪˈfɔr___ænd___ɪn___ðə___ˈkʌntri___ˈsʌdənli___ju___nid___tu___ˈfaɪnæns___tɛn___fɪfˈtin___jɪrz___ænd___ʌv___kæʃ___floʊz___wɪtʃ___ɑr___ˈvɑlətaɪl___soʊ___ɪts___ˈvɛri___ˈdɪfərənt___soʊ___aɪ___θɪŋk___aʊər___dʒɑb___æz___ə___bæŋk___ɪz___tu___ˈæktʃuəli___hɛlp___dɪˈvɛləp___ðiz___ˈstrʌktʃərz___meɪk___ʃʊr___ðæt___ðɪs___ˈfaɪnænsɪŋ___kən___ˈæktʃuəli___ˈrɪli___ˈhæpən"
"421","leads to, final question","Điều đó dẫn tôi đến câu hỏi tiếp theo và cũng là câu hỏi cuối cùng.","Which leads to my next and **final question.**","Which___leads___to___my___next___and___**final___question.**","/wɪtʃ lidz tu maɪ nɛkst ænd ˈfaɪnəl ˈkwɛstʃən/","wɪtʃ___lidz___tu___maɪ___nɛkst___ænd___ˈfaɪnəl___ˈkwɛstʃən"
"422","by the way, sets it up","Nhân tiện, Jens đã giới thiệu điều đó rất khéo léo.","By the way, Jens very nicely **sets it up.**","By___the___way,___Jens___very___nicely___**sets___it___up.**","/baɪ ðə weɪ dʒɛnz ˈvɛri ˈnaɪsli sɛts ɪt ʌp/","baɪ___ðə___weɪ___dʒɛnz___ˈvɛri___ˈnaɪsli___sɛts___ɪt___ʌp"
"423","VIFC, Vietnam International Finance Center","VIFC, Trung tâm Tài chính Quốc tế Việt Nam.","VIFC, **Vietnam International Finance Center.**","VIFC,___**Vietnam___International___Finance___Center.**","/ˌviˌaɪˌɛfˈsi ˌviɛtˈnɑm ˌɪntərˈnæʃənəl ˈfaɪnæns ˈsɛntər/","ˌviˌaɪˌɛfˈsi___ˌviɛtˈnɑm___ˌɪntərˈnæʃənəl___ˈfaɪnæns___ˈsɛntər"
"424","how important, influential, this platform, achieving, exactly that","Nền tảng này quan trọng, hay thậm chí tôi đoán bạn có thể nói là, ừm, có ảnh hưởng đến mức nào trong việc đạt được chính xác điều đó, bạn nghĩ sao?","How important or even I guess you could say, um, **influential** can **this platform** be in achieving exactly that, would you say?","How___important___or___even___I___guess___you___could___say,___um,___**influential**___can___**this___platform**___be___in___achieving___exactly___that,___would___you___say?","/haʊ ɪmˈpɔrtənt ɔr ˈivən aɪ ɡɛs ju kʊd seɪ ʌm ˌɪnfluˈɛnʃəl kən ðɪs ˈplætfɔrm bi ɪn əˈtʃivɪŋ ɪɡˈzæktli ðæt wʊd ju seɪ/","haʊ___ɪmˈpɔrtənt___ɔr___ˈivən___aɪ___ɡɛs___ju___kʊd___seɪ___ʌm___ˌɪnfluˈɛnʃəl___kən___ðɪs___ˈplætfɔrm___bi___ɪn___əˈtʃivɪŋ___ɪɡˈzæktli___ðæt___wʊd___ju___seɪ"
"425","how does, Techcombank, see its role, helping to guide, VIFC's future","Và Techcombank nhìn nhận vai trò của mình như thế nào trong việc giúp định hướng tương lai của VIFC?","And how does Techcombank **see its role** in helping to guide the **VIFC's future?**","And___how___does___Techcombank___**see___its___role**___in___helping___to___guide___the___**VIFC's___future?**","/ænd haʊ dʌz ˈtɛkkɑmbæŋk si ɪts roʊl ɪn ˈhɛlpɪŋ tu ɡaɪd ðə ˌviˌaɪˌɛfˈsiz ˈfjutʃər/","ænd___haʊ___dʌz___ˈtɛkkɑmbæŋk___si___ɪts___roʊl___ɪn___ˈhɛlpɪŋ___tu___ɡaɪd___ðə___ˌviˌaɪˌɛfˈsiz___ˈfjutʃər"
"426","asked Rich, that question, how important, Vina Capital, very involved","Vậy tôi nghĩ bạn nên, tôi khá chắc là bạn đã hỏi Rich câu hỏi đó rồi, về việc nó quan trọng thế nào, và tôi biết Vina Capital cũng rất quan tâm đến việc này.","So I think that you should have I'm pretty sure you asked Rich **that question** right how important it can be and I know that Vina Capital is **very involved** in it.","So___I___think___that___you___should___have___I'm___pretty___sure___you___asked___Rich___**that___question**___right___how___important___it___can___be___and___I___know___that___Vina___Capital___is___**very___involved**___in___it.","/soʊ aɪ θɪŋk ðæt ju ʃʊd hæv aɪm ˈprɪti ʃʊr ju æskt rɪtʃ ðæt ˈkwɛstʃən raɪt haʊ ɪmˈpɔrtənt ɪt kən bi ænd aɪ noʊ ðæt ˈvinə ˈkæpɪtəl ɪz ˈvɛri ɪnˈvɑlvd ɪn ɪt/","soʊ___aɪ___θɪŋk___ðæt___ju___ʃʊd___hæv___aɪm___ˈprɪti___ʃʊr___ju___æskt___rɪtʃ___ðæt___ˈkwɛstʃən___raɪt___haʊ___ɪmˈpɔrtənt___ɪt___kən___bi___ænd___aɪ___noʊ___ðæt___ˈvinə___ˈkæpɪtəl___ɪz___ˈvɛri___ɪnˈvɑlvd___ɪn___ɪt"
"427","principle based, next 5 years, 200 to $300 billion, don't know exactly, coming from outside","Ừm, điều này, tôi tôi làm điều đó tương đối, ừm, lại dựa trên nguyên tắc, đúng không, tôi tin rằng trong 5 năm tới chúng tôi cần khoảng, có thể khoảng 200 đến 300 tỷ đô la, mà chúng tôi chưa biết chính xác nó đến từ đâu, khi nó không đến từ bên ngoài chúng tôi cũng chưa biết.","Um this is I I make it relatively um again principle based right I believe over the next 5 years we need around probably around **200 to $300 billion** which we **don't know exactly** where it's coming from when it's not coming from outside we don't know yet.","Um___this___is___I___I___make___it___relatively___um___again___principle___based___right___I___believe___over___the___next___5___years___we___need___around___probably___around___**200___to___$300___billion**___which___we___**don't___know___exactly**___where___it's___coming___from___when___it's___not___coming___from___outside___we___don't___know___yet.","/ʌm ðɪs ɪz aɪ aɪ meɪk ɪt ˈrɛlətɪvli ʌm əˈɡɛn ˈprɪnsəpəl beɪst raɪt aɪ bɪˈliv ˈoʊvər ðə nɛkst faɪv jɪrz wi nid əˈraʊnd ˈprɑbəbli əˈraʊnd tu.hʌndrəd tu θri.hʌndrəd ˈbɪljən wɪtʃ wi doʊnt noʊ ɪɡˈzæktli wɛr ɪts ˈkʌmɪŋ frʌm wɛn ɪts nɑt ˈkʌmɪŋ frʌm ˌaʊtˈsaɪd wi doʊnt noʊ jɛt/","ʌm___ðɪs___ɪz___aɪ___aɪ___meɪk___ɪt___ˈrɛlətɪvli___ʌm___əˈɡɛn___ˈprɪnsəpəl___beɪst___raɪt___aɪ___bɪˈliv___ˈoʊvər___ðə___nɛkst___faɪv___jɪrz___wi___nid___əˈraʊnd___ˈprɑbəbli___əˈraʊnd___tu.hʌndrəd___tu___θri.hʌndrəd___ˈbɪljən___wɪtʃ___wi___doʊnt___noʊ___ɪɡˈzæktli___wɛr___ɪts___ˈkʌmɪŋ___frʌm___wɛn___ɪts___nɑt___ˈkʌmɪŋ___frʌm___ˌaʊtˈsaɪd___wi___doʊnt___noʊ___jɛt"
"428","find its way, a conduit like the VIFC, tremendously important, Dubai, GIFT City","Vậy chúng tôi biết số tiền nhưng chúng tôi không biết nó đến từ đâu, đúng không, vì vậy để tìm ra hướng đi, tôi nghĩ có một kênh dẫn như VIFC, đúng không, cho phép tiền dễ dàng xác định cơ hội, được đưa lên và đầu tư và quay trở lại, điều đó cực kỳ quan trọng, và tôi nghĩ chúng tôi đã thấy điều này ở Dubai, chúng tôi đã thấy ở GIFT City ở Ấn Độ, câu chuyện đã lặp lại nhiều lần, đúng vậy.","So we know the amount but we don't know where right so in order to find its way in I think having **a conduit** like the VIFC right which allows money to easier identify opportunities on board be invested and coming out again is **tremendously important** and I think we've seen this in Dubai we've seen in GIFT City in India the story has played out again and again and Right.","So___we___know___the___amount___but___we___don't___know___where___right___so___in___order___to___find___its___way___in___I___think___having___**a___conduit**___like___the___VIFC___right___which___allows___money___to___easier___identify___opportunities___on___board___be___invested___and___coming___out___again___is___**tremendously___important**___and___I___think___we've___seen___this___in___Dubai___we've___seen___in___GIFT___City___in___India___the___story___has___played___out___again___and___again___and___Right.","/soʊ wi noʊ ðə əˈmaʊnt bʌt wi doʊnt noʊ wɛr raɪt soʊ ɪn ˈɔrdər tu faɪnd ɪts weɪ ɪn aɪ θɪŋk ˈhævɪŋ ə ˈkɑnduɪt laɪk ðə ˌviˌaɪˌɛfˈsi raɪt wɪtʃ əˈlaʊz ˈmʌni tu ˈiziər aɪˈdɛntəfaɪ ˌɑpərˈtunətiz ɑn bɔrd bi ɪnˈvɛstɪd ænd ˈkʌmɪŋ aʊt əˈɡɛn ɪz trɪˈmɛndəsli ɪmˈpɔrtənt ænd aɪ θɪŋk wiv sin ðɪs ɪn duˈbaɪ wiv sin ɪn ɡɪft ˈsɪti ɪn ˈɪndiə ðə ˈstɔri hæz pleɪd aʊt əˈɡɛn ænd əˈɡɛn ænd raɪt/","soʊ___wi___noʊ___ðə___əˈmaʊnt___bʌt___wi___doʊnt___noʊ___wɛr___raɪt___soʊ___ɪn___ˈɔrdər___tu___faɪnd___ɪts___weɪ___ɪn___aɪ___θɪŋk___ˈhævɪŋ___ə___ˈkɑnduɪt___laɪk___ðə___ˌviˌaɪˌɛfˈsi___raɪt___wɪtʃ___əˈlaʊz___ˈmʌni___tu___ˈiziər___aɪˈdɛntəfaɪ___ˌɑpərˈtunətiz___ɑn___bɔrd___bi___ɪnˈvɛstɪd___ænd___ˈkʌmɪŋ___aʊt___əˈɡɛn___ɪz___trɪˈmɛndəsli___ɪmˈpɔrtənt___ænd___aɪ___θɪŋk___wiv___sin___ðɪs___ɪn___duˈbaɪ___wiv___sin___ɪn___ɡɪft___ˈsɪti___ɪn___ˈɪndiə___ðə___ˈstɔri___hæz___pleɪd___aʊt___əˈɡɛn___ænd___əˈɡɛn___ænd___raɪt"
"429","very important, outside banks, financial institutions, conducive environment, legislation perspective","Vậy tôi nghĩ vì vậy điều đó rất quan trọng, và tôi nghĩ chúng tôi với tư cách là một ngân hàng sẽ tham gia vào việc đó, đúng không, chúng tôi sẽ sẽ tạo thành một phần của cộng đồng đó, nhưng chúng ta cần làm rõ, phần lớn hơn của cộng đồng đó cần phải là các ngân hàng bên ngoài, đúng không, ý tôi là, tôi tôi có thể đóng một phần, VCB, các ngân hàng địa phương có thể đóng một phần, TCBS có thể đóng một phần, nhưng có hàng nghìn tổ chức tài chính khác ngoài kia cần phải, về cơ bản là nói rằng đây là cơ hội của tôi, và vì vậy cần phải có môi trường thuận lợi phù hợp, đúng không, từ góc độ pháp lý, ưu đãi thuế, v.v.","So I think therefore it's very important and I think we as a bank will participate in it right we will will and form part of that community but we should be clear the bigger part of that community need to be outside banks right I mean I I can play one part VCB the local banks can play one part TCBS can play a part but there are thousands of **financial institutions** out there who need to basically saying this is my opportunity and for that there needs to be the right conducive environment right from a **legislation perspective** tax incentive etc.","So___I___think___therefore___it's___very___important___and___I___think___we___as___a___bank___will___participate___in___it___right___we___will___will___and___form___part___of___that___community___but___we___should___be___clear___the___bigger___part___of___that___community___need___to___be___outside___banks___right___I___mean___I___I___can___play___one___part___VCB___the___local___banks___can___play___one___part___TCBS___can___play___a___part___but___there___are___thousands___of___**financial___institutions**___out___there___who___need___to___basically___saying___this___is___my___opportunity___and___for___that___there___needs___to___be___the___right___conducive___environment___right___from___a___**legislation___perspective**___tax___incentive___etc.","/soʊ aɪ θɪŋk ˈðɛrfɔr ɪts ˈvɛri ɪmˈpɔrtənt ænd aɪ θɪŋk wi æz ə bæŋk wɪl pɑrˈtɪsəpeɪt ɪn ɪt raɪt wi wɪl wɪl ænd fɔrm pɑrt ʌv ðæt kəˈmjunəti bʌt wi ʃʊd bi klɪr ðə ˈbɪɡər pɑrt ʌv ðæt kəˈmjunəti nid tu bi ˌaʊtˈsaɪd bæŋks raɪt aɪ min aɪ aɪ kən pleɪ wʌn pɑrt ˌviˌsiˈbi ðə ˈloʊkəl bæŋks kən pleɪ wʌn pɑrt ˌtiˌsiˌbiˈɛs kən pleɪ ə pɑrt bʌt ðɛr ɑr ˈθaʊzəndz ʌv fəˈnænʃəl ˌɪnstɪˈtuʃənz aʊt ðɛr hu nid tu ˈbeɪsɪkli ˈseɪɪŋ ðɪs ɪz maɪ ˌɑpərˈtunəti ænd fɔr ðæt ðɛr nidz tu bi ðə raɪt kənˈdusɪv ɪnˈvaɪrənmənt raɪt frʌm ə ˌlɛdʒɪsˈleɪʃən pərˈspɛktɪv tæks ɪnˈsɛntɪv ˌɛtˈsɛtərə/","soʊ___aɪ___θɪŋk___ˈðɛrfɔr___ɪts___ˈvɛri___ɪmˈpɔrtənt___ænd___aɪ___θɪŋk___wi___æz___ə___bæŋk___wɪl___pɑrˈtɪsəpeɪt___ɪn___ɪt___raɪt___wi___wɪl___wɪl___ænd___fɔrm___pɑrt___ʌv___ðæt___kəˈmjunəti___bʌt___wi___ʃʊd___bi___klɪr___ðə___ˈbɪɡər___pɑrt___ʌv___ðæt___kəˈmjunəti___nid___tu___bi___ˌaʊtˈsaɪd___bæŋks___raɪt___aɪ___min___aɪ___aɪ___kən___pleɪ___wʌn___pɑrt___ˌviˌsiˈbi___ðə___ˈloʊkəl___bæŋks___kən___pleɪ___wʌn___pɑrt___ˌtiˌsiˌbiˈɛs___kən___pleɪ___ə___pɑrt___bʌt___ðɛr___ɑr___ˈθaʊzəndz___ʌv___fəˈnænʃəl___ˌɪnstɪˈtuʃənz___aʊt___ðɛr___hu___nid___tu___ˈbeɪsɪkli___ˈseɪɪŋ___ðɪs___ɪz___maɪ___ˌɑpərˈtunəti___ænd___fɔr___ðæt___ðɛr___nidz___tu___bi___ðə___raɪt___kənˈdusɪv___ɪnˈvaɪrənmənt___raɪt___frʌm___ə___ˌlɛdʒɪsˈleɪʃən___pərˈspɛktɪv___tæks___ɪnˈsɛntɪv___ˌɛtˈsɛtərə"
